"filename", "language", "PHP", "JSON", "Markdown", "YAML", "comment", "blank", "total"
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Parser\EntryParser.php", "PHP", -166, 0, 0, 0, -103, -25, -294
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Parser\Lexer.php", "PHP", -27, 0, 0, 0, -21, -11, -59
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Parser\Lines.php", "PHP", -59, 0, 0, 0, -49, -18, -126
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Parser\Parser.php", "PHP", -30, 0, 0, 0, -17, -6, -53
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Parser\ParserInterface.php", "PHP", -7, 0, 0, 0, -9, -4, -20
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Parser\Value.php", "PHP", -35, 0, 0, 0, -41, -13, -89
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\AdapterRepository.php", "PHP", -31, 0, 0, 0, -47, -11, -89
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\Adapter\AdapterInterface.php", "PHP", -7, 0, 0, 0, -5, -4, -16
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\Adapter\ApacheAdapter.php", "PHP", -37, 0, 0, 0, -42, -11, -90
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\Adapter\ArrayAdapter.php", "PHP", -31, 0, 0, 0, -38, -12, -81
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\Adapter\EnvConstAdapter.php", "PHP", -40, 0, 0, 0, -35, -13, -88
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\Adapter\GuardedWriter.php", "PHP", -31, 0, 0, 0, -44, -11, -86
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\Adapter\ImmutableWriter.php", "PHP", -41, 0, 0, 0, -54, -16, -111
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\Adapter\MultiReader.php", "PHP", -22, 0, 0, 0, -19, -8, -49
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\Adapter\MultiWriter.php", "PHP", -29, 0, 0, 0, -27, -9, -65
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\Adapter\PutenvAdapter.php", "PHP", -39, 0, 0, 0, -40, -13, -92
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\Adapter\ReaderInterface.php", "PHP", -7, 0, 0, 0, -7, -4, -18
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\Adapter\ReplacingWriter.php", "PHP", -40, 0, 0, 0, -50, -15, -105
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\Adapter\ServerConstAdapter.php", "PHP", -40, 0, 0, 0, -35, -13, -88
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\Adapter\WriterInterface.php", "PHP", -8, 0, 0, 0, -15, -5, -28
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\RepositoryBuilder.php", "PHP", -130, 0, 0, 0, -109, -34, -273
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Repository\RepositoryInterface.php", "PHP", -10, 0, 0, 0, -29, -7, -46
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Store\FileStore.php", "PHP", -30, 0, 0, 0, -31, -12, -73
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Store\File\Paths.php", "PHP", -19, 0, 0, 0, -19, -7, -45
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Store\File\Reader.php", "PHP", -35, 0, 0, 0, -37, -10, -82
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Store\StoreBuilder.php", "PHP", -51, 0, 0, 0, -74, -17, -142
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Store\StoreInterface.php", "PHP", -7, 0, 0, 0, -7, -4, -18
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Store\StringStore.php", "PHP", -15, 0, 0, 0, -17, -6, -38
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Util\Regex.php", "PHP", -43, 0, 0, 0, -56, -12, -111
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Util\Str.php", "PHP", -39, 0, 0, 0, -51, -9, -99
"c:\laragon\www\equizzy\vendor\vlucas\phpdotenv\src\Validator.php", "PHP", -102, 0, 0, 0, -88, -20, -210
"Total", "-", -14861, -1228, -800, -91, -8362, -4043, -29385
